open_date,open_base_id,open_base_market,open_base_side,open_base_price,open_base_size,open_base_amount,open_quote_id,open_quote_market,open_quote_side,open_quote_price,open_quote_size,open_quote_amount,open_z_score,closed_date,closed_base_id,closed_base_market,closed_base_side,closed_base_price,closed_base_size,closed_base_amount,pnl_base,closed_quote_id,closed_quote_market,closed_quote_side,closed_quote_price,closed_quote_size,closed_quote_amount,pnl_quote,closed_z_score,pair_pnl,pair_pnl_percent,pair_id,duration,duration_days,maxdrawdown_base,maxdrawdown_base_percent,maxdrawdown_quote,maxdrawdown_quote_percent,pair_maxdrawdown,pair_maxdrawdown_percent
2023-03-18 15:38:54.857065,7d7e16e466356dc7346b387a2969baa365a32157edeec9c94c75e44d3131ddb,ZRX-USD,BUY,0.243,1000,243.0,710a7fc51f299d985227764ec4720b28553f7901ba49f94842c0bd24b98ecf6,COMP-USD,SELL,47.3,5.27,-249.27,-1.6158236778279982,2023-03-23 17:32:06.711873,1ef3c61e794087916756a6f85ee9df4fd6bda1b21fd48a1bcd8e48c56538ae2,ZRX-USD,SELL,0.229,1000,-229.0,-10.26,4c62bcddb8ef00bf9f31076a5cfd3207afe04168a6922421bda41f15b2bbda2,COMP-USD,BUY,43.2,5.27,227.64,22.30264,1.641138348577627,12.04264,4.806450854576429,82f09c1f-cf3,5 days 01:53:11.854808,5,-20.99999999999999,-8.641975308641971,-0.5270000000000075,-0.21141733862879908,-21.526999999999997,-8.85339264727077
