now_timestamp,created_timestamp,balance,created_date,created_time,order_id,pair_id,pair_status,market,side,type,price,size,fee,amount
2023-04-07 00:33:24.270689,2023-03-23 13:31:51.201,5489.57,23/03/2023,13:31:51,4c62bcddb8ef00bf9f31076a5cfd3207afe04168a6922421bda41f15b2bbda2,82f09c1f-cf3,CLOSE,COMP-USD,BUY,MARKET,43.2,5.27,0.114,227.778
2023-04-07 00:33:24.270689,2023-03-23 13:51:12.178,5489.57,23/03/2023,13:51:12,1ef3c61e794087916756a6f85ee9df4fd6bda1b21fd48a1bcd8e48c56538ae2,82f09c1f-cf3,CLOSE,ZRX-USD,SELL,MARKET,0.229,1000.0,0.115,-229.115
2023-04-07 00:33:24.270689,2023-03-23 13:51:19.694,5489.57,23/03/2023,13:51:19,739b963e87b1df5030895b7946841c7d9318e68d5412aa987e2ff208706370f,,,COMP-USD,BUY,MARKET,42.9,0.02,0.0,0.858
2023-04-10 13:54:07.196987,2023-04-07 03:48:46.648000,5509.79,07/04/2023,03:48:46,05158d3e11507fb14143567c1c3f66795ceabadd74193476f6d50250ddd55ea,,,YFI-USD,SELL,MARKET,8507.0,0.0293,0.0,-249.2551
2023-04-10 13:54:07.196987,2023-04-07 00:55:59,5509.79,07/04/2023,00:55:59,4bacee5cfc7a11dc98f57cc50390101fd02ee77b12c9bf85b74f647c0fd0213,,,ENJ-USD,SELL,MARKET,0.422,592.0,0.0,-249.824
2023-04-10 13:54:07.196987,2023-04-07 21:56:16.851000,5509.79,07/04/2023,21:56:16,18f8738a33baff5281778b198e469e88281ff4b4bba8bf1797b7c0a6c3101fb,,,SOL-USD,BUY,MARKET,20.446,12.3,0.0,251.48580000000004
2023-04-10 13:54:07.196987,2023-04-07 21:55:28.549000,5509.79,07/04/2023,21:55:28,5ac31c3ae5f66731c1b5b35f5dd49ed73aa038fe25c1a85202ed7e96ebe9d50,,,FIL-USD,SELL,MARKET,5.81,44.3,0.0,-257.383
2023-04-10 13:54:07.196987,2023-04-07 06:54:06.924000,5509.79,07/04/2023,06:54:06,034f4b2941f37dd421da9c9d130359367f9f05018f37a633a2bbd0e42579245,,,MATIC-USD,SELL,MARKET,1.1053,200.0,0.0,-221.06
2023-04-10 13:54:07.196987,2023-04-07 03:49:08.027000,5509.79,07/04/2023,03:49:08,7e2a72efc12c62434e3f391402dc953a065ff35dc6493f47dec970109d1e379,,,ALGO-USD,BUY,MARKET,0.2172,1100.0,0.0,238.92
2023-04-10 13:54:07.196987,2023-04-07 01:47:13.721000,5509.79,07/04/2023,01:47:13,106ca478cbd0ecec50e1384cb67173dbb90e259a3dc4577260c836bdb75a944,,,SUSHI-USD,BUY,MARKET,1.147,200.0,0.0,229.4
2023-04-10 13:54:07.196987,2023-04-07 09:47:35.788000,5509.79,07/04/2023,09:47:35,62b543bdee9e97713421e17754d70492708eec6f8beecf4a112772db97b9d60,,,BCH-USD,BUY,MARKET,124.1,2.02,0.0,250.682
2023-04-10 13:54:07.196987,2023-04-07 01:46:46.572000,5509.79,07/04/2023,01:46:46,2b295edbed34995262c44efd304a9f9feb82f4bfa8dea2c85f8f9832ff24d29,,,SUSHI-USD,SELL,MARKET,1.144,200.0,0.0,-228.8
2023-04-10 13:54:07.196987,2023-04-07 06:53:45.536000,5509.79,07/04/2023,06:53:45,7da241ddf26ba3911eb7b22b1a0b881bf2de9ae46da0349d1e06b981e72d08c,,,UNI-USD,BUY,MARKET,5.999,41.7,0.0,250.1583
2023-04-10 13:54:07.196987,2023-04-07 09:47:57.375000,5509.79,07/04/2023,09:47:57,27a5e0c6594575079dcb21eb1065d7274e56cd2681189b40e3192759a1c03e6,,,SOL-USD,SELL,MARKET,20.333,12.3,0.0,-250.0959
